,Unnamed: 0,From,To,Cost,Var
575,575,245,429,56.40705146275674,323.4894071379855
576,576,429,430,61.16918931901287,577.1014316787531
577,577,430,431,49.87415647469366,171.88573932779346
578,578,431,230,10.214337339148042,4.966609911305356
579,579,425,432,36.0917150677815,180.85280182444276
580,580,433,350,45.30412834760516,170.957174036439
581,581,322,435,9.475559189817348,10.731389251374795
582,582,435,523,5.391105871321851,1.4665500308258446
583,583,436,440,5.424622059399391,2.1360526411567053
584,584,265,436,247.91369088426717,3662.2150707065994
585,585,437,438,205.17594510969687,3261.6998899638315
586,586,237,439,13.413935611647222,8.75986517777036
587,587,438,439,76.32054616119449,605.6655594258552
588,588,437,520,68.83433470684368,709.8652858927755
589,589,441,440,78.4693935956575,536.7861236041667
590,590,436,441,159.07363505693627,2905.677890829996
591,591,441,437,214.75514719517136,7138.182322917067
592,592,440,442,28.232922373827634,36.99913577710923
593,593,442,283,35.14196049638903,133.84726759246644
594,594,236,443,42.5940700488826,85.96384813426958
595,595,443,331,50.51224860776062,381.56265249165983
596,596,443,442,49.484915514516494,152.65291331481717
597,597,321,444,21.506547232600298,65.54546020630856
598,598,444,351,13.64850149613914,10.425126626618965
599,599,444,441,311.6835680397925,9826.792420608492
600,600,262,263,285.46697054932264,9689.912738713854
601,601,261,445,253.34530485256266,4280.989504230545
602,602,261,446,345.4439326258859,5623.61194677065
603,603,446,262,362.9609116166215,14236.514692515058
604,604,447,445,293.8986643863698,8205.448950893968
605,605,446,447,364.78766808076267,12981.573415998093
606,606,445,448,354.9946537712366,6263.621932395593
607,607,447,448,261.587866885051,3511.4723223425076
608,608,448,449,363.7858971627373,5376.393978557555
609,609,449,240,368.560126657845,6888.206049975062
610,610,260,450,318.38713675248584,11367.04091305505
611,611,450,240,317.9586904822139,12369.065579516815
612,612,525,451,316.8882956272536,13074.377539429071
613,613,451,228,43.97777143617854,259.51719096787957
614,614,320,452,30.82189608657555,91.37709633053242
615,615,452,318,29.63332954387259,62.522809031226615
616,616,355,453,5.4286563529702185,1.9512715390005002
617,617,453,353,5.732381623609157,1.3289018388888687
618,618,453,452,6.899079924295156,4.662758121525472
619,619,454,270,8.42373380299988,4.081393589281596
620,620,270,455,8.733483137187035,10.275233787851496
621,621,456,290,47.234967593751556,92.39612542447045
622,622,455,456,47.66327181473783,127.65896080345638
623,623,259,457,22.363881831634735,73.27915009201058
624,624,457,458,28.52771362170546,62.82194242694027
625,625,259,459,26.94453501903544,82.14981038538201
626,626,458,459,32.49597918125845,149.6135446513618
627,627,258,533,27.87442955438417,60.18011833359816
628,628,459,533,23.153320511961766,26.16544683687614
629,629,459,460,13.447658492411227,7.979199033931223
630,630,460,461,17.263057475471047,46.94357437344577
631,631,461,462,11.855654593291113,7.52186977841645
632,632,463,257,28.69028190900093,102.81726056070836
633,633,462,463,40.08331360027931,172.93403550497146
634,634,234,464,34.626047261670294,51.74634627428907
635,635,465,256,34.935514756209514,188.80283416131863
636,636,255,466,10.589185373943206,8.969677421397963
637,637,466,254,56.42766315230327,356.1144273016554
638,638,243,467,32.51707227504401,93.1555506768018
639,639,467,253,106.10304573352674,1066.1320398082335
640,640,243,468,45.969474643950164,86.40466896893425
641,641,468,295,100.19663489634797,404.6390047179462
642,642,231,469,967.0837280149368,64447.18044089252
643,643,469,241,128.4779529243543,1927.8622894488244
644,644,469,243,1950.2252212485714,321732.9509811922
645,645,470,469,1959.3479692338246,460634.9411114299
646,646,349,471,61.719853997825346,482.207036947186
647,647,345,471,16.992934301674406,13.974607091083808
648,648,471,301,27.961430259461597,83.1478560656464
649,649,339,472,25.005648808185583,89.08262851942342
650,650,472,486,23.825863320491443,48.251075432503804
651,651,229,473,19.279142631325296,53.7630609514429
652,652,473,301,33.20006468105191,63.28344387866093
653,653,475,474,145.7592676386533,1587.3307187776552
654,654,240,476,121.33596334345755,839.5891945315559
655,655,476,475,129.595613272905,2651.836798850802
656,656,230,477,46.15890158483049,184.23756829986579
657,657,478,317,57.222071681929975,173.67134890424882
658,658,477,478,40.79573888600807,219.46803282386313
659,659,256,479,192.42586679502142,3432.635963257679
660,660,479,255,6.861427931817781,7.119626914492058
661,661,293,480,35.431793406653014,124.03045538303118
662,662,480,465,76.8182570271071,358.43344857974796
663,663,481,293,12.846790941817488,18.864891078365606
664,664,482,578,17.2527055100502,22.801396877650955
665,665,292,483,14.757476822389174,20.712084719064066
666,666,300,484,25.257462729235915,40.707157840410844
667,667,484,345,26.24016038361169,76.76535775633026
668,668,485,339,22.980147746964754,60.564700948314766
669,669,486,485,40.82938465344066,225.29011273469663
670,670,484,487,51.61296835748502,228.0882539984871
671,671,487,486,103.2649457048825,444.51778985351575
672,672,488,235,19.15514699904145,19.734073896019108
673,673,491,494,301.476681666179,8988.62042129981
674,674,492,493,386.49213258835397,9163.366056293537
675,675,489,490,77.49889463279015,270.3740669043172
676,676,490,500,102.66315627147227,480.0166766466763
677,677,490,492,87.09539955801445,1138.726168552936
678,678,492,491,85.64335677510549,760.6612449213278
679,679,500,493,104.09748542058486,1326.781701274459
680,680,493,494,104.08570434533698,1486.5360310488845
681,681,491,495,81.59237805718695,1017.2882315923327
682,682,495,501,73.13977275362306,582.9321270492082
683,683,496,298,79.32003859201943,398.8041673489164
684,684,501,496,88.12577427793725,975.8383908544074
685,685,497,433,13.118270979804903,9.761710151780004
686,686,270,502,30.66310666381936,53.39885911893754
687,687,502,298,30.148808273449202,128.97255727782468
688,688,495,498,34.19675442486777,55.2782426849717
689,689,494,498,28.30165480249606,105.7176857153256
690,690,498,496,6.8044858775052015,3.949123941508576
691,691,298,499,14.89097859362555,21.28465647052014
692,692,499,497,11.243004228592966,15.845723299685117
693,693,455,489,11.856156306262838,8.615124662600786
694,694,502,501,11.449498347881427,13.239455305448049
695,695,350,503,95.94959764426159,600.9400420562577
696,696,503,269,110.84542562698776,765.9017777562523
697,697,432,504,98.11228489872413,1265.056985957952
698,698,504,269,26.64316091124127,36.95733090139688
699,699,505,504,26.464617942083766,87.44906767803222
700,700,427,505,25.537751188405135,55.935521379647064
701,701,505,426,26.194894231283193,53.67037196787035
702,702,578,481,10.230805275536303,11.653292925238173
703,703,482,481,36.031696851305924,110.3181966219803
704,704,474,239,43.144836574545174,210.89691286041025
705,705,296,237,26.726426311067094,61.958662510137145
706,706,533,530,11.570056104171531,14.496590839821026
707,707,235,506,8.324943259984506,7.851281490003122
708,708,506,507,19.572329756374653,56.778221883116245
709,709,507,258,12.41457816972236,13.575976460113363
710,710,508,556,41.4633144954383,69.25267896613896
711,711,509,508,41.17513374052387,98.84451441849377
712,712,370,510,58.915378167598924,536.7660694232802
713,713,510,509,51.15375208595307,302.61236623756486
714,714,369,511,56.08986159853994,371.5057997784415
715,715,511,508,1.0371980814087456,0.16396432916045406
716,716,402,511,38.16345734480319,203.4937699713284
717,717,511,510,45.96732416439151,147.2900448726095
718,718,513,512,46.517320504316764,183.57687887546268
719,719,514,268,43.92964333075119,152.07578278168697
720,720,512,514,43.73201217572445,97.9910712057844
721,721,414,515,39.78798887346131,69.60801068085522
722,722,515,416,27.621789806281356,54.82471124491516
723,723,515,513,18.11506802809981,37.7842128139915
724,724,413,516,20.380176475910275,57.63150116521208
725,725,517,516,2.5967726605319923,0.6828183289135611
726,726,401,518,41.66602156320575,270.43529225475254
727,727,518,404,8.224105770686032,3.6564601706168016
728,728,519,518,2.900938761862268,0.8126388888029324
729,729,439,520,19.19152360874358,44.14227459340148
730,730,520,283,11.996618838312784,17.563758215531998
731,731,342,521,35.66196167569064,70.06819538897679
732,732,521,300,18.832432547427363,31.72686717028166
733,733,249,522,15.700718652606863,24.88688969844224
734,734,522,247,41.14877534550094,177.9739000064346
735,735,524,525,4.228553844458143,1.9022483275866007
736,736,524,577,4.946975518183145,2.3032584507816445
737,737,258,526,5.073973596028051,1.8042602045752631
738,738,526,259,23.136944105350544,31.30474234686605
739,739,575,527,46.4390985687749,313.3025315149858
740,740,528,529,1.3282056674990246,0.23344204897382215
741,741,582,388,1.4379147114265876,0.10020596510725842
742,742,529,582,42.964625447917314,181.1142777798405
743,743,389,582,45.46050580287775,174.50916408227252
744,744,507,530,51.772055447799445,314.9133918888959
745,745,530,531,58.30918650874925,510.19011150046606
746,746,532,531,39.24729751699617,156.21302700960038
747,747,531,534,43.694503586833356,83.81281790424985
748,748,533,532,4.038673839833566,1.8084344086121267
749,749,532,461,4.973846167855479,1.5887483910432378
750,750,235,534,42.768527528030226,105.12109261435887
751,751,534,463,47.34608259066567,336.2418247460784
752,752,84,535,39.824928384018605,77.43282502336343
753,753,535,488,33.07765952644196,107.68570117732635
754,754,536,514,5.573027269761417,4.965773550355161
755,755,513,536,4.617748869942388,1.2213194772030822
756,756,516,538,28.546479161820695,120.18303384040169
757,757,538,403,43.42490751561996,278.1782296157762
758,758,539,482,61.37893559209116,355.13206196621
759,759,464,539,78.88373218050099,683.5893005596109
760,760,540,315,136.27478902712892,2679.9800545018797
761,761,238,540,209.66545161402192,4073.4252915312964
762,762,434,454,266.28329889283987,4523.528363285086
763,763,297,541,302.3153978699509,5290.121410059202
764,764,299,542,26.4894321706847,36.36203288775743
765,765,542,296,32.801090462076374,112.71169848503264
766,766,296,543,140.19168137012934,2112.4101124418094
767,767,543,297,126.94671673463758,2346.710912458855
768,768,470,544,5.739856023101646,2.390757152831741
769,769,544,242,4.619191127414118,3.1748815482003176
770,770,232,545,4.303387997308102,1.1734859753304274
771,771,545,470,3.927451070050149,2.3897571122417687
772,772,307,546,46.22594007261841,128.17147428331194
773,773,546,304,19.072587786780577,15.29607828435946
774,774,527,547,10.930819379318871,13.335961412816017
775,775,547,528,39.10003385198469,81.70234412204957
776,776,308,392,40.92862997676776,85.62651019958088
777,777,309,393,147.585869306185,1679.4898741590787
778,778,510,548,26.119007737700684,80.80340926977225
779,779,548,335,68.02307041709942,644.809411359551
780,780,327,324,103.27043058933249,524.6176354061317
781,781,328,326,84.21311597612421,1042.459933931776
782,782,306,305,69.19495567849582,603.7952396999674
783,783,549,291,49.953266651006196,191.30791268212562
784,784,550,549,28.194255484839672,94.78593822790586
785,785,552,575,105.72047167918387,1445.7857701051528
786,786,541,553,31.531321284121724,57.333196796715086
787,787,553,434,41.239318911003664,191.81358575764116
788,788,409,558,7.0459097896243446,2.653765376084816
789,789,558,407,41.74964527119323,73.02661909804142
790,790,408,559,18.65389910812383,27.088885722084626
791,791,559,410,3.9116396502417947,1.4836768406420295
792,792,582,560,16.60085178045382,26.092979618402268
793,793,560,327,30.93561296054121,90.17340211639589
794,794,582,561,44.62390789590161,233.96936277413724
795,795,561,387,26.194383563454267,65.09376068121371
796,796,483,562,19.82179578884926,27.436657335727336
797,797,562,417,13.947362674318342,18.982555525079878
798,798,417,563,5.504654305366292,3.989953373704064
799,799,563,517,21.114383683250566,52.402250717376155
800,800,517,564,23.125358444662698,85.41175510256573
801,801,564,557,28.929783522188853,35.46569605755675
802,802,519,565,8.235809159984997,4.645691636149238
803,803,565,557,0.9669701972594873,0.07179249739615848
804,804,556,566,9.322599933297782,6.818959210928605
805,805,566,519,34.15924067220832,64.29501305780448
806,806,334,567,41.32129194606838,141.20303079421458
807,807,567,509,57.30432312649817,344.7434567849696
808,808,572,571,212.01555787632807,6437.561876090394
809,809,573,572,79.10565300365914,624.9342235468713
810,810,323,570,42.969704635827874,216.35309373814337
811,811,570,311,13.881177204405866,23.718237225610842
812,812,571,412,183.85988807399076,3784.8281286886595
813,813,572,411,26.927357734842754,104.2930961563493
814,814,285,576,39.29912889418659,245.73200337094184
815,815,576,550,17.389836774984317,14.590153480381357
816,816,577,579,214.55963307662927,2915.3305257606276
817,817,233,579,56.84293616703224,396.1728724189581
818,818,579,234,54.10083175698979,291.7924924183271
